2004,,,,,,,,,,,,,,,,
By state and territory,,,,,,,,,,,,,,,,
States,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
State/Union Territory,Seats,,,,,,,,,,,,,,,
,,UPA,NDA,LF,Others,,,,,,,,,,,
,Bharatiya Janata Party,NDA,56.44, 12.67,4,Steady,,,,,,,,,,
,Indian National Congress,INDIA,41.67, 14.37,0,Steady,,,,,,,,,,
,,,,,,,,,,,,,,,,
Jammu and Kashmir (5),,,,,,,,,,,,,,,,
Main article:Â 2024 Indian general election in Jammu and Kashmi,,,,,,,,,,,,,,,,
BJP (2),JKNC (2),IND (1),,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Party,,Alliance,Vote ShareÂ %Â [2,Change,Seats won,Changes,,,,,,,,,,
,Bharatiya Janata Party,NDA,24.36, 2.01,2,Steady,,,,,,,,,,
,Jammu & Kashmir National Conference,INDIA,22.3, 14.41,2, 1,,,,,,,,,,
,Independent,,,,1, 1,,,,,,,,,,
,Indian National Congress,INDIA,19.38, 9.09,0,Steady,,,,,,,,,,
,Jammu & Kashmir People's Democratic Party,INDIA,8.48, 6.11,0,Steady,,,,,,,,,,
,,,,,,,,,,,,,,,,
Jharkhand (14),,,,,,,,,,,,,,,,
Main article:Â 2024 Indian general election in Jharkhan,,,,,,,,,,,,,,,,
BJP (8),JMM (3),INC (2),AJSU (1),,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Party,,Alliance,Vote ShareÂ ,Change,Seats won,Changes,,,,,,,,,,
,Bharatiya Janata Party,NDA,44.6, 6.36,8, 3,,,,,,,,,,
,Jharkhand Mukti Morcha,INDIA,14.6, 3.09,3, 2,,,,,,,,,,
,Indian National Congress,INDIA,19.19, 3.56,2, 1,,,,,,,,,,
,All Jharkhand Students Union,NDA,2.62, 1.71,1,Steady,,,,,,,,,,
,,,,,,,,,,,,,,,,
Karnataka (28),,,,,,,,,,,,,,,,
Main article:Â 2024 Indian general election in Karnatak,,,,,,,,,,,,,,,,
BJP (17),INC (9),JDS (2),,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Party,,Alliance,Vote ShareÂ %Â [2,Change,Seats won,Changes,,,,,,,,,,
,Bharatiya Janata Party,NDA,46.06, 5.32,17, 8,,,,,,,,,,
,Indian National Congress,INDIA,45.43, 13.55,9, 8,,,,,,,,,,
,Janata Dal,NDA,5.6, 4.07,2, 1,,,,,,,,,,
,,,,,,,,,,,,,,,,
Kerala (20),,,,,,,,,,,,,,,,
Main article:Â 2024 Indian general election in Keral,,,,,,,,,,,,,,,,
INC (14),IUML (2),CPM (1),BJP (1),KEC (1),RSP (1),,,,,,,,,,,
,,,,,,,,,,,,,,,,
Party,,Alliance,Vote ShareÂ ,Change,Seats won,Changes,,,,,,,,,,
,Indian National Congress,INDIA (UDF),35.06, 2.40,14, 1,,,,,,,,,,
,Indian Union Muslim League,INDIA (UDF),6.07, 0.59,2,Steady,,,,,,,,,,
,Communist Party of India (Marxist),INDIA (LDF),25.82, 0.15,1,Steady,,,,,,,,,,
,Bharatiya Janata Party,NDA,16.68, 3.68,1, 1,,,,,,,,,,
,Kerala Congress,INDIA (UDF),1.84, 1.08,1,1,,,,,,,,,,
,Revolutionary Socialist Party,INDIA (UDF),2.24, 0.22%,1,Steady,,,,,,,,,,
,Communist Party of India,INDIA (LDF),6.14, 0.06,0,Steady,,,,,,,,,,
,Kerala Congress (M),INDIA (LDF),1.38, 0.70%,0,1,,,,,,,,,,
,Bharath Dharma Jana Sena,NDA,2.56,0.0068,0,Steady,,,,,,,,,,
,,,,,,,,,,,,,,,,
Ladakh (1),,,,,,,,,,,,,,,,
Main article:Â 2024 Indian general election in Ladak,,,,,,,,,,,,,,,,
IND (1),,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Party,,Alliance,Vote ShareÂ %Â [2,Change,Seats won,Changes,,,,,,,,,,
,Independent,None,48.15,New,1, 1,,,,,,,,,,
,Indian National Congress,INDIA,27.59, 10.79,0,Steady,,,,,,,,,,
,Bharatiya Janata Party,NDA,23.58, 10.36,0, 1,,,,,,,,,,
,,,,,,,,,,,,,,,,
Lakshadweep (1),,,,,,,,,,,,,,,,
Main article:Â 2024 Indian general election in Lakshadwee,,,,,,,,,,,,,,,,
INC (1),,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Party,,Alliance,Vote ShareÂ ,Change,Seats won,Changes,,,,,,,,,,
,Indian National Congress,INDIA,52.24, 5.38,1, 1,,,,,,,,,,
,Nationalist Congress Party (Sharadchandra Pawar),INDIA,46.96,New,0,New,,,,,,,,,,
,Nationalist Congress Party,NDA,0.41,48.2,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,,
Madhya Pradesh (29),,,,,,,,,,,,,,,,
Main article:Â 2024 Indian general election in Madhya Prades,,,,,,,,,,,,,,,,
BJP (29),,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Party,,Alliance,Vote ShareÂ ,Change,Seats won,Changes,,,,,,,,,,
,Bharatiya Janata Party,NDA,59.27, 1.27,29, 1,,,,,,,,,,
,Indian National Congress,INDIA,32.44, 2.06,0, 1,,,,,,,,,,
,,,,,,,,,,,,,,,,
Maharashtra (48),,,,,,,,,,,,,,,,
Main article:Â 2024 Indian general election in Maharashtr,,,,,,,,,,,,,,,,
INC (13),BJP (9),SHS-UBT (9),NCP-SP (8),SHS (7),NCP (1),IND (1),,,,,,,,,,
,,,,,,,,,,,,,,,,
Party,,Alliance,Vote ShareÂ ,Change,Seats won,Changes,,,,,,,,,,
,Indian National Congress,INDIA,16.92, 0.51,13, 12,,,,,,,,,,
,Bharatiya Janata Party,NDA,26.18, 1.66,9, 14,,,,,,,,,,
,Shiv Sena (Uddhav Balasaheb Thackeray),INDIA,16.72,New,9, 9,,,,,,,,,,
,Nationalist Congress Party (Sharadchandra Pawar),INDIA,10.27,New,8, 8,,,,,,,,,,
,Shiv Sena,NDA,12.95, 10.55,7, 11,,,,,,,,,,
,Nationalist Congress Party,NDA,3.6, 12.06,1, 3,,,,,,,,,,
,Independent,None,,,1,Steady,,,,,,,,,,
,All India Majlis-e-Ittehadul Muslimeen,None,0.61, 0.12,0, 1,,,,,,,,,,
,,,,,,,,,,,,,,,,
Manipur (2),,,,,,,,,,,,,,,,
Main article:Â 2024 Indian general election in Manipu,,,,,,,,,,,,,,,,
INC (2),,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Party,,Alliance,Vote ShareÂ ,Change,Seats won,Changes,,,,,,,,,,
,Indian National Congress,INDIA,47.59, 22.96,2, 2,,,,,,,,,,
,Naga People's Front,NDA,18.87, 3.61,0, 1,,,,,,,,,,
,Bharatiya Janata Party,NDA,16.58, 17.64,0, 1,,,,,,,,,,
,Republican Party of India,None,8.58,New,0,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Meghalaya (2),,,,,,,,,,,,,,,,
Main article:Â 2024 Indian general election in Meghalay,,,,,,,,,,,,,,,,
INC (1),VPP (1),,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Party,,Alliance,Vote ShareÂ ,Change,Seats won,Changes,,,,,,,,,,
,Indian National Congress,INDIA,34.05, 14.23,1,Steady,,,,,,,,,,
,Voice of the People Party,None,33.4,New,1, 1,,,,,,,,,,
,National People's Party,NDA,24.22, 1.95,0, 1,,,,,,,,,,
,,,,,,,,,,,,,,,,
Mizoram (1),,,,,,,,,,,,,,,,
Main article:Â 2024 Indian general election in Mizora,,,,,,,,,,,,,,,,
ZPM (1),,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Party,,Alliance,Vote ShareÂ ,Change,Seats won,Changes,,,,,,,,,,
,Zoram People's Movement,None,42.39,New,1, 1,,,,,,,,,,
,Mizo National Front,None,28.66, 16.23,0, 1,,,,,,,,,,
,Indian National Congress,INDIA,20.08, 23.18,0,Steady,,,,,,,,,,
,,,,,,,,,,,,,,,,
Nagaland (1),,,,,,,,,,,,,,,,
Main article:Â 2024 Indian general election in Nagalan,,,,,,,,,,,,,,,,
INC (1),,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Party,,Alliance,Vote ShareÂ ,Change,Seats won,Changes,,,,,,,,,,
,Indian National Congress,INDIA,52.76, 4.65,1, 1,,,,,,,,,,
,Nationalist Democratic Progressive Party,NDA,46.24, 3.49,0, 1,,,,,,,,,,
,,,,,,,,,,,,,,,,
Odisha (21),,,,,,,,,,,,,,,,
Main article:Â 2024 Indian general election in Odish,,,,,,,,,,,,,,,,
BJP (20),INC (1),,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Party,,Alliance,Vote ShareÂ %Â [2,Change,Seats won,Changes,,,,,,,,,,
,Bharatiya Janata Party,NDA,45.34, 6.97,20, 12,,,,,,,,,,
,Indian National Congress,INDIA,12.52, 1.29,1,Steady,,,,,,,,,,
,Biju Janata Dal,None,37.53, 5.23,0, 12,,,,,,,,,,
,,,,,,,,,,,,,,,,
Puducherry (1),,,,,,,,,,,,,,,,
Main article:Â 2024 Indian general election in Puducherr,,,,,,,,,,,,,,,,
INC (1),,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Party,,Alliance,Vote ShareÂ ,Change,Seats won,Changes,,,,,,,,,,
,Indian National Congress,INDIA,52.74, 3.52,1,Steady,,,,,,,,,,
,Bharatiya Janata Party,NDA,35.81,New,0,Steady,,,,,,,,,,
,,,,,,,,,,,,,,,,
Punjab (13),,,,,,,,,,,,,,,,
Main article:Â 2024 Indian general election in Punja,,,,,,,,,,,,,,,,
INC (7),AAP (3),IND (2),SAD (1),,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Party,,Alliance,Vote ShareÂ %Â [2,Change,Seats won,Changes,,,,,,,,,,
,Indian National Congress,INDIA,26.3, 13.82,7, 1,,,,,,,,,,
,Aam Aadmi Party,INDIA,26.02, 18.64,3, 2,,,,,,,,,,
,Independent,None,,,2, 2,,,,,,,,,,
,Shiromani Akali Dal,None,13.42, 14.03,1, 1,,,,,,,,,,
,Bharatiya Janata Party,NDA,18.56, 8.93,0, 2,,,,,,,,,,
,,,,,,,,,,,,,,,,
Rajasthan (25),,,,,,,,,,,,,,,,
Main article:Â 2024 Indian general election in Rajastha,,,,,,,,,,,,,,,,
BJP (14),INC (8),CPM (1),RLP (1),BAP (1),,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Party,,Alliance,Vote ShareÂ %Â [26][2,Change,Seats won,Changes,,,,,,,,,,
,Bharatiya Janata Party,NDA,49.24, 9.23,14, 10,,,,,,,,,,
,Indian National Congress,INDIA,37.91, 3.67,8, 8,,,,,,,,,,
,Communist Party of India (Marxist),INDIA,1.97, 1.77,1, 1,,,,,,,,,,
,Rashtriya Loktantrik Party,INDIA,1.8, 0.33,1,Steady,,,,,,,,,,
,Bharat Adivasi Party,INDIA,,New,1, 1,,,,,,,,,,
,,,,,,,,,,,,,,,,
Sikkim (1),,,,,,,,,,,,,,,,
Main article:Â 2024 Indian general election in Sikki,,,,,,,,,,,,,,,,
SKM (1),,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Party,,Alliance,Vote ShareÂ %Â [2,Change,Seats won,Changes,,,,,,,,,,
,Sikkim Krantikari Morcha,NDA,42.52, 4.94,1,Steady,,,,,,,,,,
,Citizen Action Party â€“ Sikk,None,21.71,New,0,,,,,,,,,,,
,Sikkim Democratic Front,None,20.46, 23.46,0,Steady,,,,,,,,,,
,Bharatiya Janata Party,NDA,5.09, 0.38,0,Steady,,,,,,,,,,
,,,,,,,,,,,,,,,,
Tamil Nadu (39),,,,,,,,,,,,,,,,
Main article:Â 2024 Indian general election in Tamil Nad,,,,,,,,,,,,,,,,
DMK (22),INC (9),CPM (2),CPI (2),VCK (2),IUML (1),MDMK (1),,,,,,,,,,
,,,,,,,,,,,,,,,,
Party,,Alliance,Vote ShareÂ ,Change,Seats won,Changes,,,,,,,,,,
,Dravida Munnetra Kazhagam,INDIA,26.93, 5.83,22, 2,,,,,,,,,,
,Indian National Congress,INDIA,10.67, 1.09,9, 1,,,,,,,,,,
,Communist Party of India (Marxist),INDIA,2.52, 0.12,2,Steady,,,,,,,,,,
,Communist Party of India,INDIA,2.15, 0.28,2,Steady,,,,,,,,,,
,Viduthalai Chiruthaigal Katchi,INDIA,,,2, 1,,,,,,,,,,
,Indian Union Muslim League,INDIA,1.17, 0.06,1,Steady,,,,,,,,,,
,Marumalarchi Dravida Munnetra Kazhagam,INDIA,,,1, 1,,,,,,,,,,
,All India Anna Dravida Munnetra Kazhagam,AIADMK+,20.46, 1.98,0, 1,,,,,,,,,,
,Bharatiya Janata Party,NDA,11.24,7.58,0,Steady,,,,,,,,,,
,,,,,,,,,,,,,,,,
Telangana (17),,,,,,,,,,,,,,,,
Main article:Â 2024 Indian general election in Telangan,,,,,,,,,,,,,,,,
INC (8),BJP (8),AIMIM (1),,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Party,,Alliance,Vote ShareÂ ,Change,Seats won,Changes,,,,,,,,,,
,Indian National Congress,INDIA,40.1, 10.31,8, 5,,,,,,,,,,
,Bharatiya Janata Party,NDA,35.08, 15.43,8, 4,,,,,,,,,,
,All India Majlis-e-Ittehadul Muslimeen,None,3.02, 0.22,1,Steady,,,,,,,,,,
,Bharat Rashtra Samithi,None,16.68, 25.03,0, 9,,,,,,,,,,
,,,,,,,,,,,,,,,,
Tripura (2),,,,,,,,,,,,,,,,
Main article:Â 2024 Indian general election in Tripur,,,,,,,,,,,,,,,,
BJP (2),,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Party,,Alliance,Vote ShareÂ ,Change,Seats won,Changes,,,,,,,,,,
,Bharatiya Janata Party,NDA,70.72, 21.69,2,Steady,,,,,,,,,,
,Communist Party of India (Marxist),INDIA,12.44, 4.87,0,Steady,,,,,,,,,,
,Indian National Congress,INDIA,11.49, 13.85,0,Steady,,,,,,,,,,
,,,,,,,,,,,,,,,,
Uttar Pradesh (80),,,,,,,,,,,,,,,,
Main article:Â 2024 Indian general election in Uttar Prades,,,,,,,,,,,,,,,,
SP (37),BJP (33),INC (6),RLD (2),ADS (1),ASPKR (1),,,,,,,,,,,
,,,,,,,,,,,,,,,,
Party,,Alliance,Vote ShareÂ %Â [2,Change,Seats won,Changes,,,,,,,,,,
,Samajwadi Party,INDIA,33.59, 15.48,37, 32,,,,,,,,,,
,Bharatiya Janata Party,NDA,41.37, 8.61,33, 29,,,,,,,,,,
,Indian National Congress,INDIA,9.46, 3.10,6, 5,,,,,,,,,,
,Rashtriya Lok Dal,NDA,1.02,0.67,2, 2,,,,,,,,,,
,Apna Dal (Soneylal),NDA,0.92, 0.29,1, 1,,,,,,,,,,
,Aazad Samaj Party,None,,New,1,Steady,,,,,,,,,,
,Bahujan Samaj Party,None,9.39, 10.04,0, 10,,,,,,,,,,
,,,,,,,,,,,,,,,,
Uttarakhand (5),,,,,,,,,,,,,,,,
Main article:Â 2024 Indian general election in Uttarakhan,,,,,,,,,,,,,,,,
BJP (5),,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Party,,Alliance,Vote ShareÂ ,Change,Seats won,Changes,,,,,,,,,,
,Bharatiya Janata Party,NDA,56.81, 5.20,5,Steady,,,,,,,,,,
,Indian National Congress,INDIA,32.83, 1.43,0,Steady,,,,,,,,,,
,,,,,,,,,,,,,,,,
West Bengal (42),,,,,,,,,,,,,,,,
Main article:Â 2024 Indian general election in West Benga,,,,,,,,,,,,,,,,
AITC (29),BJP (12),INC (1),,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Party,,Alliance,Vote ShareÂ %Â [3,Change,Seats won,Changes,,,,,,,,,,
,All India Trinamool Congress,None,45.76, 2.06,29, 7,,,,,,,,,,
,Bharatiya Janata Party,NDA,38.73, 1.87,12, 6,,,,,,,,,,
,Indian National Congress,INDIA,4.68, 1.02,1, 1,,,,,,,,,,
,Communist Party of India (Marxist),INDIA,5.67, 0.63,0,,,,,,,,,,,
